0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,25,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,24,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,10,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,25,24,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,24,12,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,10,11,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,25,24,21,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,24,12,21,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,10,11,9,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,25,24,21,24,23,1,0,0,0,0,0,0,0,0,0,0,0,0
0,15,24,12,21,23,24,27,0,0,0,0,0,0,0,0,0,0,0,0
1,22,10,11,9,8,17,20,0,0,0,0,0,0,0,0,0,0,0,0
0,25,25,24,21,24,23,1,1,0,0,0,0,0,0,0,0,0,0,0
0,15,24,12,21,23,24,27,13,0,0,0,0,0,0,0,0,0,0,0
1,22,10,11,9,8,17,20,26,0,0,0,0,0,0,0,0,0,0,0
0,25,25,24,21,24,23,1,1,25,0,0,0,0,0,0,0,0,0,0
0,15,24,12,21,23,24,27,13,10,0,0,0,0,0,0,0,0,0,0
1,22,10,11,9,8,17,20,26,3,0,0,0,0,0,0,0,0,0,0
0,25,25,24,21,24,23,1,1,25,10,0,0,0,0,0,0,0,0,0
0,15,24,12,21,23,24,27,13,10,17,0,0,0,0,0,0,0,0,0
1,22,10,11,9,8,17,20,26,3,5,0,0,0,0,0,0,0,0,0
0,25,25,24,21,24,23,1,1,25,10,8,0,0,0,0,0,0,0,0
0,15,24,12,21,23,24,27,13,10,17,9,0,0,0,0,0,0,0,0
1,22,10,11,9,8,17,20,26,3,5,25,0,0,0,0,0,0,0,0
0,25,25,24,21,24,23,1,1,25,10,8,5,0,0,0,0,0,0,0
0,15,24,12,21,23,24,27,13,10,17,9,18,0,0,0,0,0,0,0
1,22,10,11,9,8,17,20,26,3,5,25,3,0,0,0,0,0,0,0
0,25,25,24,21,24,23,1,1,25,10,8,5,21,0,0,0,0,0,0
0,15,24,12,21,23,24,27,13,10,17,9,18,5,0,0,0,0,0,0
1,22,10,11,9,8,17,20,26,3,5,25,3,27,0,0,0,0,0,0
0,25,25,24,21,24,23,1,1,25,10,8,5,21,27,0,0,0,0,0
0,15,24,12,21,23,24,27,13,10,17,9,18,5,6,0,0,0,0,0
1,22,10,11,9,8,17,20,26,3,5,25,3,27,7,0,0,0,0,0
0,25,25,24,21,24,23,1,1,25,10,8,5,21,27,2,0,0,0,0
